Controller,Input,Set,Height,CentreX,Left Base,Right Base,Left Top,Right Top
5567,0,0,1,0,0,389,0,165
5567,0,1,1,500,365,438,228,173
5567,0,2,1,1000,419,0,237,0
5567,1,0,1,-30,0,26,0,11
5567,1,1,1,0,26,26,9,10
5567,1,2,1,30,26,0,11,0
5568,0,0,1,0,0,356,0,184
5568,0,1,1,500,423,434,191,174
5568,0,2,1,1000,442,0,213,0
5568,1,0,1,-30,0,22,0,14
5568,1,1,1,0,24,26,9,11
5568,1,2,1,30,26,0,13,0
5569,0,0,1,0,0,356,0,184
5569,0,1,1,500,423,434,191,174
5569,0,2,1,1000,442,0,213,0
5569,1,0,1,-30,0,22,0,14
5569,1,1,1,0,24,26,11,13
5569,1,2,1,30,26,0,13,0
5570,0,0,1,0,0,401,0,210
5570,0,1,1,500,365,455,197,234
5570,0,2,1,1000,372,0,221,0
5570,1,0,1,-30,0,22,0,14
5570,1,1,1,0,24,26,11,13
5570,1,2,1,30,26,0,13,0
5571,0,0,1,0,0,401,0,210
5571,0,1,1,500,386,434,197,234
5571,0,2,1,1000,372,0,221,0
5571,1,0,1,-30,0,24,0,9
5571,1,1,1,0,21,21,12,14
5571,1,2,1,30,24,0,13,0
5572,0,0,1,0,0,419,0,211
5572,0,1,1,500,365,385,200,200
5572,0,2,1,1000,387,0,227,0
5572,1,0,1,-30,0,24,0,9
5572,1,1,1,0,21,21,12,14
5572,1,2,1,30,24,0,12,0
5573,0,0,1,0,0,382,0,222
5573,0,1,1,500,365,385,200,200
5573,0,2,1,1000,387,0,227,0
5573,1,0,1,-30,0,24,0,9
5573,1,1,1,0,21,21,12,14
5573,1,2,1,30,24,0,12,0
5574,0,0,1,0,0,354,0,158
5574,0,1,1,500,407,383,249,183
5574,0,2,1,1000,380,0,245,0
5574,1,0,1,-30,0,25,0,12
5574,1,1,1,0,26,22,13,11
5574,1,2,1,30,21,0,11,0
5575,0,0,1,0,0,419,0,222
5575,0,1,1,500,365,385,200,200
5575,0,2,1,1000,387,0,227,0
5575,1,0,1,-30,0,24,0,7
5575,1,1,1,0,20,22,12,14
5575,1,2,1,30,24,0,12,0
5576,0,0,1,0,0,455,0,222
5576,0,1,1,500,365,385,221,179
5576,0,2,1,1000,387,0,227,0
5576,1,0,1,-30,0,24,0,9
5576,1,1,1,0,21,21,12,14
5576,1,2,1,30,24,0,12,0
5577,0,0,1,0,0,419,0,222
5577,0,1,1,500,365,385,221,179
5577,0,2,1,1000,387,0,227,0
5577,1,0,1,-30,0,24,0,9
5577,1,1,1,0,21,21,12,14
5577,1,2,1,30,24,0,12,0
5578,0,0,1,0,0,412,0,156
5578,0,1,1,500,323,317,188,234
5578,0,2,1,1000,416,0,216,0
5578,1,0,1,-30,0,24,0,9
5578,1,1,1,0,23,23,12,14
5578,1,2,1,30,24,0,12,0
5579,0,0,1,0,0,387,0,204
5579,0,1,1,500,412,425,218,218
5579,0,2,1,1000,355,0,214,0
5579,1,0,1,-30,0,24,0,9
5579,1,1,1,0,21,21,12,14
5579,1,2,1,30,24,0,12,0
5580,0,0,1,0,0,387,0,204
5580,0,1,1,500,412,425,218,218
5580,0,2,1,1000,355,0,214,0
5580,1,0,1,-30,0,22,0,13
5580,1,1,1,0,24,23,9,13
5580,1,2,1,30,21,0,10,0
5581,0,0,1,0,0,419,0,222
5581,0,1,1,500,365,385,200,200
5581,0,2,1,1000,370,0,227,0
5581,1,0,1,-30,0,22,0,13
5581,1,1,1,0,24,23,9,13
5581,1,2,1,30,21,0,10,0
5582,0,0,1,0,0,419,0,222
5582,0,1,1,500,365,385,245,155
5582,0,2,1,1000,387,0,227,0
5582,1,0,1,-30,0,24,0,9
5582,1,1,1,0,21,21,12,14
5582,1,2,1,30,24,0,12,0
5583,0,0,1,0,0,419,0,224
5583,0,1,1,500,365,385,200,200
5583,0,2,1,1000,383,0,227,0
5583,1,0,1,-30,0,22,0,14
5583,1,1,1,0,24,26,11,13
5583,1,2,1,30,26,0,13,0
5584,0,0,1,0,0,418,0,222
5584,0,1,1,500,348,497,162,225
5584,0,2,1,1000,433,0,173,0
5584,1,0,1,-30,0,23,0,9
5584,1,1,1,0,21,21,12,14
5584,1,2,1,30,24,0,12,0
5585,0,0,1,0,0,419,0,222
5585,0,1,1,500,394,356,200,200
5585,0,2,1,1000,387,0,227,0
5585,1,0,1,-30,0,24,0,9
5585,1,1,1,0,21,21,11,13
5585,1,2,1,30,24,0,14,0
5586,0,0,1,0,0,378,0,184
5586,0,1,1,500,435,398,126,185
5586,0,2,1,1000,343,0,208,0
5586,1,0,1,-30,0,24,0,9
5586,1,1,1,0,21,21,12,14
5586,1,2,1,30,24,0,12,0
5587,0,0,1,0,0,357,0,222
5587,0,1,1,500,402,375,207,219
5587,0,2,1,1000,422,0,157,0
5587,1,0,1,-30,0,26,0,12
5587,1,1,1,0,23,22,10,13
5587,1,2,1,30,25,0,13,0
5588,0,0,1,0,0,387,0,226
5588,0,1,1,500,432,383,226,183
5588,0,2,1,1000,466,0,207,0
5588,1,0,1,-30,0,22,0,10
5588,1,1,1,0,25,23,11,11
5588,1,2,1,30,25,0,9,0
5589,0,0,1,0,0,406,0,194
5589,0,1,1,500,354,401,117,228
5589,0,2,1,1000,422,0,186,0
5589,1,0,1,-30,0,23,0,9
5589,1,1,1,0,23,24,13,11
5589,1,2,1,30,23,0,8,0
5590,0,0,1,0,0,390,0,171
5590,0,1,1,500,443,367,245,199
5590,0,2,1,1000,419,0,206,0
5590,1,0,1,-30,0,19,0,11
5590,1,1,1,0,22,21,11,10
5590,1,2,1,30,25,0,13,0
5591,0,0,1,0,0,419,0,227
5591,0,1,1,500,365,385,200,200
5591,0,2,1,1000,449,0,227,0
5591,1,0,1,-30,0,24,0,9
5591,1,1,1,0,21,21,12,14
5591,1,2,1,30,24,0,12,0
5592,0,0,1,0,0,389,0,165
5592,0,1,1,500,365,438,231,170
5592,0,2,1,1000,419,0,245,0
5592,1,0,1,-30,0,21,0,9
5592,1,1,1,0,26,25,10,11
5592,1,2,1,30,26,0,14,0
5593,0,0,1,0,0,446,0,158
5593,0,1,1,500,432,363,231,160
5593,0,2,1,1000,376,0,197,0
5593,1,0,1,-30,0,25,0,14
5593,1,1,1,0,26,26,13,9
5593,1,2,1,30,22,0,15,0
5594,0,0,1,0,0,415,0,169
5594,0,1,1,500,342,321,202,245
5594,0,2,1,1000,410,0,208,0
5594,1,0,1,-30,0,25,0,14
5594,1,1,1,0,22,21,14,9
5594,1,2,1,30,22,0,12,0
5595,0,0,1,0,0,419,0,222
5595,0,1,1,500,365,385,200,200
5595,0,2,1,1000,387,0,227,0
5595,1,0,1,-30,0,24,0,9
5595,1,1,1,0,21,21,12,14
5595,1,2,1,30,24,0,13,0
5596,0,0,1,0,0,419,0,222
5596,0,1,1,500,365,385,200,200
5596,0,2,1,1000,387,0,227,0
5596,1,0,1,-30,0,24,0,9
5596,1,1,1,0,21,21,12,14
5596,1,2,1,30,24,0,12,0
5597,0,0,1,0,0,437,0,208
5597,0,1,1,500,395,390,166,194
5597,0,2,1,1000,433,0,169,0
5597,1,0,1,-30,0,22,0,9
5597,1,1,1,0,21,21,14,10
5597,1,2,1,30,23,0,10,0
5598,0,0,1,0,0,419,0,222
5598,0,1,1,500,365,385,200,200
5598,0,2,1,1000,387,0,227,0
5598,1,0,1,-30,0,24,0,14
5598,1,1,1,0,22,23,14,11
5598,1,2,1,30,25,0,12,0
5599,0,0,1,0,0,306,0,158
5599,0,1,1,500,407,383,249,183
5599,0,2,1,1000,380,0,212,0
5599,1,0,1,-30,0,24,0,9
5599,1,1,1,0,23,24,11,13
5599,1,2,1,30,23,0,11,0
5600,0,0,1,0,0,354,0,158
5600,0,1,1,500,407,383,249,183
5600,0,2,1,1000,380,0,245,0
5600,1,0,1,-30,0,25,0,11
5600,1,1,1,0,23,25,12,12
5600,1,2,1,30,22,0,12,0
5601,0,0,1,0,0,386,0,207
5601,0,1,1,500,432,417,225,198
5601,0,2,1,1000,410,0,209,0
5601,1,0,1,-30,0,25,0,14
5601,1,1,1,0,24,24,13,9
5601,1,2,1,30,22,0,14,0
5602,0,0,1,0,0,389,0,132
5602,0,1,1,500,365,438,300,245
5602,0,2,1,1000,468,0,245,0
5602,1,0,1,-30,0,24,0,9
5602,1,1,1,0,21,21,12,14
5602,1,2,1,30,24,0,12,0
5603,0,0,1,0,0,419,0,222
5603,0,1,1,500,336,356,170,170
5603,0,2,1,1000,387,0,227,0
5603,1,0,1,-30,0,24,0,9
5603,1,1,1,0,21,21,12,14
5603,1,2,1,30,24,0,12,0
5604,0,0,1,0,0,386,0,234
5604,0,1,1,500,403,388,154,224
5604,0,2,1,1000,361,0,251,0
5604,1,0,1,-30,0,26,0,13
5604,1,1,1,0,24,25,14,9
5604,1,2,1,30,26,0,14,0
5605,0,0,1,0,0,419,0,222
5605,0,1,1,500,365,385,170,230
5605,0,2,1,1000,387,0,227,0
5605,1,0,1,-30,0,24,0,9
5605,1,1,1,0,21,21,12,14
5605,1,2,1,30,24,0,12,0
5606,0,0,1,0,0,446,0,214
5606,0,1,1,500,414,353,201,239
5606,0,2,1,1000,368,0,226,0
5606,1,0,1,-30,0,24,0,9
5606,1,1,1,0,21,21,12,14
5606,1,2,1,30,24,0,12,0
5607,0,0,1,0,0,446,0,214
5607,0,1,1,500,414,353,201,239
5607,0,2,1,1000,368,0,226,0
5607,1,0,1,-30,0,22,0,9
5607,1,1,1,0,25,23,10,12
5607,1,2,1,30,24,0,11,0
5608,0,0,1,0,0,407,0,179
5608,0,1,1,500,408,425,126,185
5608,0,2,1,1000,371,0,208,0
5608,1,0,1,-30,0,24,0,9
5608,1,1,1,0,24,22,10,12
5608,1,2,1,30,24,0,11,0
5609,0,0,1,0,0,394,0,191
5609,0,1,1,500,378,396,178,193
5609,0,2,1,1000,416,0,263,0
5609,1,0,1,-30,0,23,0,9
5609,1,1,1,0,25,23,14,12
5609,1,2,1,30,23,0,9,0
5610,0,0,1,0,0,434,0,247
5610,0,1,1,500,432,417,225,198
5610,0,2,1,1000,410,0,224,0
5610,1,0,1,-30,0,24,0,9
5610,1,1,1,0,25,23,10,12
5610,1,2,1,30,24,0,11,0
5611,0,0,1,0,0,419,0,222
5611,0,1,1,500,370,390,200,200
5611,0,2,1,1000,387,0,227,0
5611,1,0,1,-30,0,26,0,9
5611,1,1,1,0,21,21,12,14
5611,1,2,1,30,24,0,10,0
5612,0,0,1,0,0,416,0,222
5612,0,1,1,500,412,391,196,219
5612,0,2,1,1000,374,0,178,0
5612,1,0,1,-30,0,24,0,13
5612,1,1,1,0,24,22,10,10
5612,1,2,1,30,23,0,13,0
5613,0,0,1,0,0,358,0,162
5613,0,1,1,500,445,355,179,164
5613,0,2,1,1000,423,0,170,0
5613,1,0,1,-30,0,21,0,9
5613,1,1,1,0,27,21,10,12
5613,1,2,1,30,25,0,12,0
5614,0,0,1,0,0,353,0,224
5614,0,1,1,500,370,432,174,204
5614,0,2,1,1000,353,0,185,0
5614,1,0,1,-30,0,24,0,9
5614,1,1,1,0,23,23,11,15
5614,1,2,1,30,24,0,12,0
5615,0,0,1,0,0,412,0,156
5615,0,1,1,500,365,359,188,234
5615,0,2,1,1000,435,0,216,0
5615,1,0,1,-30,0,24,0,9
5615,1,1,1,0,21,21,12,14
5615,1,2,1,30,24,0,13,0
5616,0,0,1,0,0,419,0,222
5616,0,1,1,500,365,385,200,200
5616,0,2,1,1000,402,0,227,0
5616,1,0,1,-30,0,25,0,12
5616,1,1,1,0,26,23,13,14
5616,1,2,1,30,24,0,11,0
5617,0,0,1,0,0,415,0,169
5617,0,1,1,500,375,354,236,279
5617,0,2,1,1000,410,0,208,0
5617,1,0,1,-30,0,26,0,12
5617,1,1,1,0,21,24,11,9
5617,1,2,1,30,25,0,9,0
5618,0,0,1,0,0,415,0,169
5618,0,1,1,500,375,354,236,279
5618,0,2,1,1000,410,0,208,0
5618,1,0,1,-30,0,23,0,9
5618,1,1,1,0,26,22,14,12
5618,1,2,1,30,26,0,14,0
5619,0,0,1,0,0,439,0,225
5619,0,1,1,500,365,385,189,211
5619,0,2,1,1000,387,0,227,0
5619,1,0,1,-30,0,23,0,9
5619,1,1,1,0,26,22,14,12
5619,1,2,1,30,26,0,14,0
5620,0,0,1,0,0,419,0,225
5620,0,1,1,500,365,385,200,200
5620,0,2,1,1000,387,0,227,0
5620,1,0,1,-30,0,24,0,9
5620,1,1,1,0,21,21,12,14
5620,1,2,1,30,24,0,12,0
5621,0,0,1,0,0,375,0,178
5621,0,1,1,500,352,374,151,181
5621,0,2,1,1000,418,0,202,0
5621,1,0,1,-30,0,22,0,11
5621,1,1,1,0,23,23,12,12
5621,1,2,1,30,25,0,14,0
5622,0,0,1,0,0,412,0,156
5622,0,1,1,500,365,359,188,234
5622,0,2,1,1000,435,0,216,0
5622,1,0,1,-30,0,24,0,9
5622,1,1,1,0,21,21,12,14
5622,1,2,1,30,24,0,12,0
5623,0,0,1,0,0,419,0,222
5623,0,1,1,500,361,381,200,200
5623,0,2,1,1000,387,0,227,0
5623,1,0,1,-30,0,25,0,12
5623,1,1,1,0,26,23,13,14
5623,1,2,1,30,24,0,11,0
5624,0,0,1,0,0,406,0,184
5624,0,1,1,500,408,425,126,185
5624,0,2,1,1000,343,0,208,0
5624,1,0,1,-30,0,25,0,12
5624,1,1,1,0,26,23,13,14
5624,1,2,1,30,24,0,11,0
5625,0,0,1,0,0,407,0,184
5625,0,1,1,500,408,425,134,177
5625,0,2,1,1000,343,0,208,0
5625,1,0,1,-30,0,25,0,13
5625,1,1,1,0,21,21,11,10
5625,1,2,1,30,23,0,12,0
5626,0,0,1,0,0,447,0,169
5626,0,1,1,500,375,354,202,245
5626,0,2,1,1000,410,0,208,0
5626,1,0,1,-30,0,25,0,13
5626,1,1,1,0,21,21,11,10
5626,1,2,1,30,23,0,12,0
5627,0,0,1,0,0,419,0,260
5627,0,1,1,500,365,385,200,200
5627,0,2,1,1000,387,0,227,0
5627,1,0,1,-30,0,24,0,12
5627,1,1,1,0,25,22,10,12
5627,1,2,1,30,26,0,10,0
5628,0,0,1,0,0,361,0,195
5628,0,1,1,500,362,373,205,249
5628,0,2,1,1000,388,0,220,0
5628,1,0,1,-30,0,25,0,9
5628,1,1,1,0,21,25,13,14
5628,1,2,1,30,22,0,14,0
5629,0,0,1,0,0,361,0,233
5629,0,1,1,500,362,373,205,249
5629,0,2,1,1000,388,0,220,0
5629,1,0,1,-30,0,24,0,9
5629,1,1,1,0,21,21,12,14
5629,1,2,1,30,24,0,12,0
5630,0,0,1,0,0,390,0,182
5630,0,1,1,500,386,449,188,192
5630,0,2,1,1000,433,0,252,0
5630,1,0,1,-30,0,21,0,9
5630,1,1,1,0,23,26,9,13
5630,1,2,1,30,26,0,10,0
5631,0,0,1,0,0,353,0,224
5631,0,1,1,500,413,475,174,204
5631,0,2,1,1000,353,0,152,0
5631,1,0,1,-30,0,25,0,9
5631,1,1,1,0,21,25,13,14
5631,1,2,1,30,24,0,14,0
5632,0,0,1,0,0,447,0,190
5632,0,1,1,500,401,436,159,180
5632,0,2,1,1000,383,0,164,0
5632,1,0,1,-30,0,21,0,12
5632,1,1,1,0,23,22,10,13
5632,1,2,1,30,28,0,9,0
5633,0,0,1,0,0,447,0,190
5633,0,1,1,500,401,436,159,180
5633,0,2,1,1000,383,0,164,0
5633,1,0,1,-30,0,24,0,10
5633,1,1,1,0,26,28,14,14
5633,1,2,1,30,23,0,11,0
5634,0,0,1,0,0,438,0,249
5634,0,1,1,500,389,368,247,152
5634,0,2,1,1000,368,0,156,0
5634,1,0,1,-30,0,23,0,14
5634,1,1,1,0,25,23,13,14
5634,1,2,1,30,23,0,9,0
5635,0,0,1,0,0,365,0,151
5635,0,1,1,500,409,365,239,223
5635,0,2,1,1000,406,0,157,0
5635,1,0,1,-30,0,23,0,13
5635,1,1,1,0,24,21,9,11
5635,1,2,1,30,23,0,10,0
5636,0,0,1,0,0,424,0,201
5636,0,1,1,500,402,418,182,177
5636,0,2,1,1000,409,0,234,0
5636,1,0,1,-30,0,25,0,9
5636,1,1,1,0,21,25,13,14
5636,1,2,1,30,22,0,14,0
5637,0,0,1,0,0,424,0,201
5637,0,1,1,500,402,418,182,177
5637,0,2,1,1000,409,0,234,0
5637,1,0,1,-30,0,24,0,9
5637,1,1,1,0,23,22,10,9
5637,1,2,1,30,25,0,12,0
5638,0,0,1,0,0,354,0,158
5638,0,1,1,500,407,383,249,183
5638,0,2,1,1000,380,0,241,0
5638,1,0,1,-30,0,24,0,9
5638,1,1,1,0,21,21,12,14
5638,1,2,1,30,24,0,12,0
5639,0,0,1,0,0,436,0,197
5639,0,1,1,500,439,387,150,158
5639,0,2,1,1000,416,0,204,0
5639,1,0,1,-30,0,24,0,9
5639,1,1,1,0,21,21,12,14
5639,1,2,1,30,24,0,12,0
5640,0,0,1,0,0,408,0,156
5640,0,1,1,500,365,359,188,234
5640,0,2,1,1000,435,0,216,0
5640,1,0,1,-30,0,24,0,9
5640,1,1,1,0,21,21,12,14
5640,1,2,1,30,24,0,12,0
5641,0,0,1,0,0,419,0,222
5641,0,1,1,500,365,385,200,200
5641,0,2,1,1000,387,0,228,0
5641,1,0,1,-30,0,23,0,12
5641,1,1,1,0,23,22,13,8
5641,1,2,1,30,25,0,14,0
5642,0,0,1,0,0,447,0,190
5642,0,1,1,500,401,436,159,180
5642,0,2,1,1000,334,0,164,0
5642,1,0,1,-30,0,25,0,12
5642,1,1,1,0,25,22,10,12
5642,1,2,1,30,26,0,10,0
5643,0,0,1,0,0,396,0,216
5643,0,1,1,500,375,444,235,178
5643,0,2,1,1000,441,0,105,0
5643,1,0,1,-30,0,21,0,9
5643,1,1,1,0,25,23,10,12
5643,1,2,1,30,25,0,12,0
5644,0,0,1,0,0,381,0,226
5644,0,1,1,500,390,427,109,144
5644,0,2,1,1000,432,0,229,0
5644,1,0,1,-30,0,21,0,9
5644,1,1,1,0,25,23,10,12
5644,1,2,1,30,25,0,14,0
5645,0,0,1,0,0,386,0,207
5645,0,1,1,500,432,417,225,198
5645,0,2,1,1000,410,0,224,0
5645,1,0,1,-30,0,24,0,9
5645,1,1,1,0,21,21,12,14
5645,1,2,1,30,24,0,14,0
5646,0,0,1,0,0,375,0,219
5646,0,1,1,500,374,429,226,194
5646,0,2,1,1000,409,0,170,0
5646,1,0,1,-30,0,24,0,9
5646,1,1,1,0,21,21,12,14
5646,1,2,1,30,24,0,12,0
5647,0,0,1,0,0,417,0,222
5647,0,1,1,500,354,396,200,200
5647,0,2,1,1000,387,0,227,0
5647,1,0,1,-30,0,24,0,9
5647,1,1,1,0,21,21,12,14
5647,1,2,1,30,24,0,12,0
5648,0,0,1,0,0,419,0,213
5648,0,1,1,500,365,385,200,200
5648,0,2,1,1000,387,0,227,0
5648,1,0,1,-30,0,24,0,9
5648,1,1,1,0,21,21,13,13
5648,1,2,1,30,24,0,12,0
5649,0,0,1,0,0,428,0,234
5649,0,1,1,500,396,395,112,182
5649,0,2,1,1000,361,0,232,0
5649,1,0,1,-30,0,21,0,14
5649,1,1,1,0,21,21,11,11
5649,1,2,1,30,26,0,13,0
5650,0,0,1,0,0,364,0,234
5650,0,1,1,500,396,395,154,224
5650,0,2,1,1000,361,0,232,0
5650,1,0,1,-30,0,25,0,11
5650,1,1,1,0,21,26,12,9
5650,1,2,1,30,22,0,13,0
5651,0,0,1,0,0,455,0,245
5651,0,1,1,500,422,441,175,228
5651,0,2,1,1000,367,0,204,0
5651,1,0,1,-30,0,21,0,13
5651,1,1,1,0,23,23,12,14
5651,1,2,1,30,23,0,11,0
5652,0,0,1,0,0,419,0,247
5652,0,1,1,500,432,417,225,198
5652,0,2,1,1000,410,0,224,0
5652,1,0,1,-30,0,24,0,9
5652,1,1,1,0,20,20,12,14
5652,1,2,1,30,24,0,12,0
5653,0,0,1,0,0,419,0,222
5653,0,1,1,500,288,462,200,200
5653,0,2,1,1000,387,0,227,0
5653,1,0,1,-30,0,23,0,14
5653,1,1,1,0,25,23,14,9
5653,1,2,1,30,26,0,10,0
5654,0,0,1,0,0,419,0,222
5654,0,1,1,500,333,417,200,200
5654,0,2,1,1000,387,0,227,0
5654,1,0,1,-30,0,21,0,9
5654,1,1,1,0,27,21,10,12
5654,1,2,1,30,25,0,12,0
5655,0,0,1,0,0,353,0,228
5655,0,1,1,500,370,432,174,204
5655,0,2,1,1000,353,0,152,0
5655,1,0,1,-30,0,24,0,9
5655,1,1,1,0,21,21,12,14
5655,1,2,1,30,24,0,12,0
5656,0,0,1,0,0,407,0,221
5656,0,1,1,500,408,425,126,185
5656,0,2,1,1000,371,0,208,0
5656,1,0,1,-30,0,24,0,9
5656,1,1,1,0,21,21,12,14
5656,1,2,1,30,24,0,12,0
5657,0,0,1,0,0,419,0,222
5657,0,1,1,500,354,396,163,163
5657,0,2,1,1000,396,0,227,0
5657,1,0,1,-30,0,24,0,9
5657,1,1,1,0,21,21,12,14
5657,1,2,1,30,24,0,12,0
5658,0,0,1,0,0,419,0,222
5658,0,1,1,500,354,396,200,200
5658,0,2,1,1000,387,0,227,0
5658,1,0,1,-30,0,26,0,13
5658,1,1,1,0,24,25,14,9
5658,1,2,1,30,26,0,14,0
5659,0,0,1,0,0,362,0,185
5659,0,1,1,500,407,415,197,225
5659,0,2,1,1000,325,0,242,0
5659,1,0,1,-30,0,25,0,9
5659,1,1,1,0,21,25,13,14
5659,1,2,1,30,22,0,14,0
5660,0,0,1,0,0,413,0,208
5660,0,1,1,500,372,425,209,194
5660,0,2,1,1000,403,0,170,0
5660,1,0,1,-30,0,24,0,12
5660,1,1,1,0,21,23,8,13
5660,1,2,1,30,26,0,12,0
5661,0,0,1,0,0,374,0,223
5661,0,1,1,500,378,405,241,210
5661,0,2,1,1000,357,0,243,0
5661,1,0,1,-30,0,24,0,10
5661,1,1,1,0,23,21,13,11
5661,1,2,1,30,26,0,9,0
5662,0,0,1,0,0,416,0,222
5662,0,1,1,500,435,414,196,219
5662,0,2,1,1000,374,0,178,0
5662,1,0,1,-30,0,26,0,15
5662,1,1,1,0,24,25,14,9
5662,1,2,1,30,26,0,14,0
5663,0,0,1,0,0,385,0,247
5663,0,1,1,500,412,391,196,219
5663,0,2,1,1000,374,0,178,0
5663,1,0,1,-30,0,24,0,10
5663,1,1,1,0,24,22,15,10
5663,1,2,1,30,22,0,11,0
5664,0,0,1,0,0,443,0,171
5664,0,1,1,500,367,373,216,175
5664,0,2,1,1000,441,0,220,0
5664,1,0,1,-30,0,24,0,10
5664,1,1,1,0,24,23,14,9
5664,1,2,1,30,25,0,13,0
5665,0,0,1,0,0,386,0,191
5665,0,1,1,500,395,384,199,223
5665,0,2,1,1000,353,0,207,0
5665,1,0,1,-30,0,25,0,11
5665,1,1,1,0,23,25,12,12
5665,1,2,1,30,22,0,12,0
5666,0,0,1,0,0,430,0,165
5666,0,1,1,500,441,371,216,236
5666,0,2,1,1000,413,0,190,0
5666,1,0,1,-30,0,24,0,9
5666,1,1,1,0,21,21,12,14
5666,1,2,1,30,24,0,12,0
5667,0,0,1,0,0,430,0,165
5667,0,1,1,500,441,371,216,236
5667,0,2,1,1000,430,0,190,0
5667,1,0,1,-30,0,21,0,9
5667,1,1,1,0,25,23,10,12
5667,1,2,1,30,25,0,12,0
5668,0,0,1,0,0,361,0,112
5668,0,1,1,500,443,448,234,237
5668,0,2,1,1000,373,0,237,0
5668,1,0,1,-30,0,24,0,9
5668,1,1,1,0,21,21,12,14
5668,1,2,1,30,24,0,12,0
5669,0,0,1,0,0,418,0,174
5669,0,1,1,500,445,380,170,159
5669,0,2,1,1000,405,0,180,0
5669,1,0,1,-30,0,22,0,10
5669,1,1,1,0,26,21,11,13
5669,1,2,1,30,25,0,11,0
5670,0,0,1,0,0,418,0,174
5670,0,1,1,500,445,380,170,159
5670,0,2,1,1000,405,0,180,0
5670,1,0,1,-30,0,24,0,9
5670,1,1,1,0,19,23,12,14
5670,1,2,1,30,24,0,12,0
5671,0,0,1,0,0,343,0,224
5671,0,1,1,500,370,432,169,209
5671,0,2,1,1000,353,0,221,0
5671,1,0,1,-30,0,21,0,9
5671,1,1,1,0,25,23,10,12
5671,1,2,1,30,24,0,13,0
5672,0,0,1,0,0,407,0,179
5672,0,1,1,500,408,425,126,185
5672,0,2,1,1000,340,0,208,0
5672,1,0,1,-30,0,25,0,14
5672,1,1,1,0,19,23,14,14
5672,1,2,1,30,23,0,13,0
5673,0,0,1,0,0,381,0,197
5673,0,1,1,500,439,387,174,182
5673,0,2,1,1000,416,0,204,0
5673,1,0,1,-30,0,24,0,9
5673,1,1,1,0,21,21,12,14
5673,1,2,1,30,24,0,12,0
5674,0,0,1,0,0,381,0,197
5674,0,1,1,500,439,387,174,182
5674,0,2,1,1000,416,0,204,0
5674,1,0,1,-30,0,25,0,9
5674,1,1,1,0,21,25,13,14
5674,1,2,1,30,22,0,14,0
5675,0,0,1,0,0,321,0,177
5675,0,1,1,500,446,393,212,211
5675,0,2,1,1000,368,0,163,0
5675,1,0,1,-30,0,25,0,14
5675,1,1,1,0,22,24,9,10
5675,1,2,1,30,23,0,11,0
5676,0,0,1,0,0,321,0,177
5676,0,1,1,500,446,393,212,211
5676,0,2,1,1000,368,0,163,0
5676,1,0,1,-30,0,24,0,12
5676,1,1,1,0,23,21,9,14
5676,1,2,1,30,26,0,12,0
5677,0,0,1,0,0,453,0,203
5677,0,1,1,500,431,445,187,199
5677,0,2,1,1000,392,0,238,0
5677,1,0,1,-30,0,24,0,9
5677,1,1,1,0,25,23,10,12
5677,1,2,1,30,24,0,11,0
5678,0,0,1,0,0,418,0,254
5678,0,1,1,500,380,429,190,134
5678,0,2,1,1000,371,0,183,0
5678,1,0,1,-30,0,24,0,9
5678,1,1,1,0,25,23,10,12
5678,1,2,1,30,24,0,11,0
5679,0,0,1,0,0,419,0,222
5679,0,1,1,500,365,385,200,200
5679,0,2,1,1000,387,0,227,0
5679,1,0,1,-30,0,24,0,9
5679,1,1,1,0,20,20,12,14
5679,1,2,1,30,24,0,12,0
5680,0,0,1,0,0,320,0,195
5680,0,1,1,500,362,373,205,249
5680,0,2,1,1000,396,0,267,0
5680,1,0,1,-30,0,24,0,14
5680,1,1,1,0,26,25,12,11
5680,1,2,1,30,25,0,14,0
5681,0,0,1,0,0,436,0,197
5681,0,1,1,500,439,387,174,182
5681,0,2,1,1000,416,0,204,0
5681,1,0,1,-30,0,24,0,14
5681,1,1,1,0,26,25,12,11
5681,1,2,1,30,25,0,14,0
5682,0,0,1,0,0,363,0,184
5682,0,1,1,500,419,423,230,215
5682,0,2,1,1000,448,0,195,0
5682,1,0,1,-30,0,23,0,14
5682,1,1,1,0,25,24,11,12
5682,1,2,1,30,22,0,11,0
5683,0,0,1,0,0,363,0,187
5683,0,1,1,500,419,423,230,215
5683,0,2,1,1000,448,0,195,0
5683,1,0,1,-30,0,24,0,11
5683,1,1,1,0,26,22,9,9
5683,1,2,1,30,24,0,9,0
5684,0,0,1,0,0,407,0,184
5684,0,1,1,500,408,425,126,185
5684,0,2,1,1000,371,0,208,0
5684,1,0,1,-30,0,24,0,9
5684,1,1,1,0,21,21,12,14
5684,1,2,1,30,24,0,12,0
5685,0,0,1,0,0,412,0,156
5685,0,1,1,500,393,331,188,234
5685,0,2,1,1000,416,0,216,0
5685,1,0,1,-30,0,23,0,11
5685,1,1,1,0,26,23,13,14
5685,1,2,1,30,25,0,11,0
5686,0,0,1,0,0,412,0,156
5686,0,1,1,500,386,338,188,234
5686,0,2,1,1000,416,0,216,0
5686,1,0,1,-30,0,22,0,13
5686,1,1,1,0,24,21,9,10
5686,1,2,1,30,25,0,14,0
5687,0,0,1,0,0,387,0,226
5687,0,1,1,500,481,334,226,183
